order_date_new,brand,product_category,new_customer_gender,new_shoe_size,new_country,sales_channel,quantity,unit_price,revenue,payment_method,new_loyalty_member,returned_flag_bool
2024-01-14,ASICS,Basketball,M,11,USA,Store,,99.99,,UPI,No,1
2024-04-02,Puma,Running,F,9.5,UK,Offline,3,59.99,179.97,Credit Card,N/A,1
2023-05-10,Puma,Basketball,M,10,Unkown,Mobile App,2,120.50,241.00,Cash,Yes,1
2023-12-01,ASICS,Running,M,8,IND,unknown,1,79.99,79.99,Unknown,Yes,0
2024-02-15,ASICS,Running,M,8,UK,Mobile App,2,99.99,199.98,UPI,Yes,
2024-06-10,Reebok,Training,M,11,USA,Store,2,59.99,119.98,PayPal,Yes,
2024-02-13,Adidas,Running,M,9,IND,Store,3,99.99,299.97,Cash,N/A,
2023-11-22,Puma,Training,M,11,Germany,Mobile App,2,79.99,159.98,Cash,N/A,0
2024-02-03,Puma,Football,F,N/A,Germany,Offline,1,99.99,99.99,PayPal,No,
2024-02-04,ASICS,Casual,M,N/A,Unkown,Store,,59.99,,Credit Card,No,
2024-06-26,Reebok,Football,M,9,USA,Mobile App,3,99.99,299.97,UPI,N/A,0
2024-03-01,ASICS,Football,F,9.5,Unkown,Offline,3,,,Cash,N/A,1
2023-04-10,New Balance,Basketball,F,9,Germany,Mobile App,2,79.99,159.98,Cash,Yes,1
2024-03-04,ASICS,Running,Unkown,8.5,Unkown,Mobile App,3,99.99,299.97,PayPal,No,1
2024-02-18,Under Armour,Football,F,9,Germany,Store,,99.99,,Credit Card,N/A,0
2024-04-20,ASICS,Football,M,9.5,UK,unknown,2,59.99,119.98,Credit Card,N/A,1
2023-05-22,New Balance,Football,M,8.5,UK,Offline,1,,,PayPal,No,
2023-04-04,Under Armour,Football,F,10,USA,Web,1,,,UPI,No,1
2024-04-28,Nike,Running,F,N/A,Germany,Offline,2,99.99,199.98,Unknown,N/A,0
2023-09-05,ASICS,Running,F,8.5,USA,Offline,,,,Cash,Yes,1
2023-02-03,Reebok,Football,M,9.5,IND,unknown,,,,PayPal,Yes,
2024-06-30,ASICS,Running,Other,9.5,USA,Store,1,120.50,120.50,Cash,N/A,
2024-03-26,Puma,Casual,M,9,IND,Web,1,59.99,59.99,Unknown,Yes,1
2023-09-06,ASICS,Running,M,N/A,UK,Store,2,99.99,199.98,UPI,Yes,
2024-03-31,New Balance,Basketball,F,7,USA,Offline,,99.99,,PayPal,Yes,1
2023-08-15,ASICS,Training,F,11,Germany,unknown,3,99.99,299.97,Cash,Yes,1
2023-05-12,Adidas,Running,F,11,USA,Mobile App,3,120.50,361.50,Credit Card,Yes,0
2024-06-04,New Balance,Training,Other,9,Unkown,Store,,120.50,,PayPal,Yes,0
2024-05-11,Reebok,Training,M,9.5,USA,unknown,2,,,Credit Card,Yes,1
2023-11-13,Under Armour,Running,Unkown,10,IND,Web,2,79.99,159.98,Cash,N/A,
2023-01-13,Nike,Football,Unkown,8,IND,Mobile App,2,79.99,159.98,Credit Card,Yes,
2024-07-01,New Balance,Training,F,11,USA,unknown,1,59.99,59.99,Unknown,No,1
2024-04-12,Puma,Casual,Other,8,UK,unknown,1,,,Credit Card,No,
2023-11-07,Under Armour,Casual,M,N/A,USA,Mobile App,2,79.99,159.98,Credit Card,Yes,
2023-03-16,Reebok,Running,M,10,USA,Mobile App,,59.99,,PayPal,No,
2024-05-13,Reebok,Running,Unkown,N/A,UK,Mobile App,1,,,Unknown,N/A,0
2023-01-01,Puma,Football,Unkown,9,IND,Mobile App,,,,Cash,N/A,0
2023-11-03,New Balance,Casual,Other,N/A,USA,Offline,2,99.99,199.98,Cash,Yes,0
2024-06-05,Adidas,Running,M,11,USA,Web,,79.99,,UPI,N/A,1
2023-07-18,Puma,Basketball,F,N/A,USA,unknown,2,79.99,159.98,UPI,N/A,1
2023-06-08,Under Armour,Training,F,9,IND,Mobile App,2,79.99,159.98,Cash,N/A,0
2023-10-03,Under Armour,Basketball,Other,9,IND,Store,3,120.50,361.50,Unknown,Yes,
2023-11-19,Under Armour,Football,M,9.5,USA,Web,3,120.50,361.50,UPI,No,0
2023-10-08,Puma,Basketball,Other,7,IND,Web,2,79.99,159.98,Cash,Yes,
2023-07-24,Nike,Running,F,9,IND,unknown,,99.99,,Cash,N/A,0
2023-02-17,Adidas,Basketball,F,9.5,USA,Online,,120.50,,Credit Card,Yes,0
2024-07-04,Nike,Football,F,8,IND,unknown,,99.99,,Cash,No,1
2023-11-03,Nike,Football,F,8.5,Unkown,unknown,2,,,UPI,N/A,
2023-10-26,Nike,Basketball,Other,N/A,UK,Offline,1,79.99,79.99,UPI,No,1
2024-04-16,ASICS,Basketball,Other,7,USA,Online,3,79.99,239.97,Unknown,No,0
2024-02-10,Nike,Casual,Other,7,Germany,Online,1,,,PayPal,Yes,
2024-05-18,New Balance,Running,F,8,Unkown,Offline,3,59.99,179.97,PayPal,Yes,
2024-04-24,Reebok,Basketball,M,N/A,USA,unknown,2,59.99,119.98,UPI,Yes,1
2023-12-14,Reebok,Casual,Other,7,Germany,Online,,59.99,,Credit Card,No,0
2024-03-13,Under Armour,Basketball,F,N/A,UK,Mobile App,3,79.99,239.97,UPI,N/A,1
2023-07-13,Nike,Casual,F,7,USA,Mobile App,2,99.99,199.98,UPI,Yes,0
2023-11-19,Reebok,Basketball,F,10,IND,Online,2,79.99,159.98,Debit Card,No,1
2024-01-20,Reebok,Running,M,N/A,Germany,Offline,,79.99,,Debit Card,No,
2023-05-08,New Balance,Casual,M,9,UK,Online,2,,,Cash,N/A,0
2023-11-21,Under Armour,Casual,Other,N/A,IND,Mobile App,2,79.99,159.98,Credit Card,No,1
2023-01-08,Under Armour,Running,Other,8.5,IND,Online,,120.50,,Cash,Yes,1
2023-03-28,Nike,Basketball,Unkown,8.5,USA,Offline,,120.50,,Debit Card,No,
2023-01-10,Under Armour,Running,M,10,IND,Store,2,79.99,159.98,PayPal,No,1
2024-03-05,Adidas,Training,Other,8,USA,Online,2,,,Cash,No,0
2024-02-18,Nike,Running,Other,7,Germany,Online,3,99.99,299.97,Unknown,No,0
2023-02-17,ASICS,Casual,F,9,USA,Online,,,,UPI,No,1
2024-03-05,Reebok,Casual,M,9,USA,Store,1,120.50,120.50,Cash,No,0
2023-05-12,ASICS,Running,M,N/A,UK,Offline,3,,,Debit Card,N/A,1
2023-05-27,Puma,Casual,M,10,UK,Store,1,59.99,59.99,Debit Card,Yes,0
2024-04-18,Puma,Training,F,7,Germany,unknown,3,79.99,239.97,Credit Card,No,1
2023-01-15,Puma,Running,F,N/A,Germany,Store,1,79.99,79.99,Debit Card,N/A,0
2024-04-07,Puma,Casual,M,8,IND,unknown,,,,PayPal,Yes,0
2023-07-10,Reebok,Running,Unkown,8.5,Unkown,Store,3,120.50,361.50,Credit Card,Yes,0
2023-01-27,Reebok,Running,M,11,USA,Store,2,59.99,119.98,UPI,No,0
2023-03-26,New Balance,Training,F,10,USA,Offline,2,120.50,241.00,Unknown,Yes,
2023-06-05,Puma,Casual,F,9,IND,Offline,1,,,Credit Card,No,
2023-08-20,New Balance,Football,F,11,USA,Web,2,,,UPI,No,
2024-03-07,Adidas,Basketball,M,8,IND,unknown,,99.99,,PayPal,Yes,1
2023-03-10,Adidas,Football,F,10,Germany,Offline,,79.99,,Unknown,No,0
2023-07-18,Puma,Training,M,8,USA,Offline,3,59.99,179.97,Cash,No,
2023-10-10,New Balance,Running,Unkown,N/A,UK,unknown,1,59.99,59.99,Cash,Yes,1
2024-04-10,Nike,Football,Other,8,Germany,Web,1,99.99,99.99,PayPal,No,
2024-05-13,Nike,Running,Unkown,8.5,UK,unknown,2,,,Cash,No,0
2023-02-28,ASICS,Basketball,Other,8.5,Germany,unknown,1,99.99,99.99,UPI,Yes,1
2023-01-14,New Balance,Football,F,9.5,IND,Online,,79.99,,Unknown,No,
2024-01-20,New Balance,Running,F,8,USA,Online,,59.99,,Debit Card,Yes,
2024-03-07,Reebok,Football,F,7,Germany,unknown,1,99.99,99.99,Unknown,No,
2023-01-27,Puma,Running,Other,9.5,USA,unknown,2,59.99,119.98,Cash,Yes,0
2023-12-19,Nike,Basketball,M,11,USA,Offline,2,99.99,199.98,PayPal,N/A,
2023-11-26,Under Armour,Training,M,8,IND,Store,,99.99,,PayPal,N/A,
2023-08-22,Nike,Football,Other,N/A,USA,Web,3,59.99,179.97,Debit Card,Yes,
2024-05-12,Under Armour,Training,F,8.5,USA,Online,3,120.50,361.50,Debit Card,N/A,0
2024-06-02,New Balance,Training,M,8,UK,Online,3,,,Credit Card,N/A,
2024-02-19,Reebok,Training,M,8,IND,Mobile App,2,99.99,199.98,PayPal,Yes,0
2023-08-19,ASICS,Basketball,M,N/A,UK,unknown,1,79.99,79.99,Debit Card,No,1
2024-03-26,Adidas,Running,F,N/A,Germany,Web,2,79.99,159.98,PayPal,N/A,
2023-07-16,New Balance,Football,Unkown,9.5,IND,unknown,2,,,UPI,Yes,0
2024-01-15,Nike,Training,Other,10,Unkown,Mobile App,2,99.99,199.98,Debit Card,Yes,
2024-05-02,New Balance,Training,Unkown,8.5,Unkown,Offline,3,59.99,179.97,Cash,Yes,
2023-02-24,New Balance,Football,M,9,USA,Mobile App,,120.50,,Cash,N/A,
2023-02-28,Nike,Basketball,M,11,IND,unknown,,79.99,,Credit Card,N/A,0
2024-03-17,Reebok,Basketball,F,11,IND,Offline,2,120.50,241.00,PayPal,N/A,0
2023-05-28,Nike,Basketball,F,8,USA,Mobile App,3,59.99,179.97,Credit Card,N/A,0
2023-06-15,Under Armour,Training,F,7,Germany,unknown,2,79.99,159.98,Credit Card,Yes,1
2023-04-07,Reebok,Football,F,8.5,USA,Online,,120.50,,UPI,Yes,1
2024-03-16,Adidas,Basketball,M,10,UK,Store,,59.99,,Unknown,Yes,0
2024-04-07,Nike,Casual,M,8.5,USA,Offline,3,59.99,179.97,Credit Card,N/A,1
2023-01-05,Nike,Casual,F,8.5,USA,Offline,,99.99,,Debit Card,N/A,0
2023-07-06,ASICS,Training,F,8.5,USA,Web,2,99.99,199.98,Unknown,No,
2023-06-02,Nike,Casual,M,11,IND,Online,1,,,UPI,No,
2024-06-14,Adidas,Casual,Other,N/A,Unkown,Web,1,120.50,120.50,Cash,Yes,
2023-03-09,Under Armour,Football,F,9.5,USA,Store,2,99.99,199.98,Credit Card,No,
2023-04-12,New Balance,Casual,Unkown,9.5,Unkown,unknown,1,99.99,99.99,Debit Card,Yes,0
2023-05-19,Reebok,Football,M,9.5,USA,Web,2,99.99,199.98,Credit Card,No,1
2023-11-26,Reebok,Basketball,M,11,USA,Mobile App,,,,Credit Card,No,1
2023-11-11,New Balance,Running,M,11,Germany,Offline,2,99.99,199.98,UPI,N/A,1
2024-03-20,Puma,Running,F,8,Germany,Offline,2,,,Debit Card,Yes,1
2023-07-28,ASICS,Casual,M,7,Germany,Offline,2,,,Unknown,Yes,0
2023-01-05,Under Armour,Training,Other,9.5,USA,Offline,3,79.99,239.97,Debit Card,N/A,1
2023-09-22,ASICS,Basketball,M,7,Germany,Web,3,79.99,239.97,Cash,Yes,1
2024-05-14,Under Armour,Football,F,10,USA,unknown,1,120.50,120.50,Credit Card,Yes,1
2024-05-15,Puma,Training,Unkown,11,Germany,Store,2,,,PayPal,Yes,0
2023-09-25,Adidas,Running,F,N/A,UK,Offline,1,120.50,120.50,PayPal,Yes,0
2024-05-05,Reebok,Training,M,8,UK,Web,1,79.99,79.99,PayPal,Yes,0
2023-05-27,Under Armour,Training,F,8.5,USA,Mobile App,1,,,Credit Card,No,0
2023-09-14,ASICS,Running,M,9.5,USA,Store,3,120.50,361.50,PayPal,Yes,1
2023-07-08,Reebok,Running,M,8,UK,Mobile App,2,99.99,199.98,PayPal,Yes,
2023-06-14,Nike,Football,F,7,USA,unknown,3,59.99,179.97,UPI,Yes,1
2023-05-27,New Balance,Running,M,8,UK,unknown,2,59.99,119.98,Credit Card,N/A,
2023-03-17,ASICS,Football,Other,9.5,Germany,unknown,,,,Debit Card,No,
2023-09-14,Adidas,Football,F,8.5,UK,Offline,,120.50,,UPI,No,0
2023-09-21,Puma,Training,M,N/A,Germany,unknown,3,59.99,179.97,PayPal,No,0
2023-05-09,Reebok,Football,M,N/A,Germany,Web,3,79.99,239.97,Cash,Yes,0
2023-11-30,ASICS,Casual,F,10,UK,unknown,,79.99,,Debit Card,N/A,1
2024-01-08,ASICS,Basketball,F,9.5,USA,Web,,99.99,,Credit Card,N/A,
2024-04-08,Adidas,Training,Other,9,Germany,Mobile App,,59.99,,Cash,No,0
2023-01-25,Adidas,Basketball,Unkown,9,Germany,Mobile App,2,120.50,241.00,Debit Card,No,0
2023-11-21,Reebok,Basketball,F,7,USA,Online,2,79.99,159.98,Credit Card,Yes,1
2023-02-24,Puma,Training,Unkown,9,UK,Store,1,99.99,99.99,Credit Card,Yes,
2023-11-20,Puma,Training,Other,11,USA,Mobile App,,120.50,,Debit Card,No,1
2024-03-01,New Balance,Casual,Unkown,N/A,IND,unknown,,79.99,,Debit Card,Yes,
2023-05-31,Reebok,Football,M,N/A,USA,Online,1,59.99,59.99,PayPal,Yes,0
2023-07-06,New Balance,Basketball,Other,8,IND,Online,1,120.50,120.50,Debit Card,No,
2023-11-04,Nike,Training,Unkown,8.5,IND,unknown,,79.99,,Credit Card,Yes,
2024-05-21,Puma,Basketball,F,11,Unkown,Online,,79.99,,Cash,Yes,1
2023-02-23,Reebok,Basketball,M,11,Germany,unknown,2,99.99,199.98,Credit Card,Yes,
2023-02-02,Nike,Basketball,M,10,Germany,Web,1,,,Cash,Yes,
2023-10-04,Puma,Casual,M,9.5,IND,Offline,,99.99,,UPI,Yes,
2023-07-17,Reebok,Running,Unkown,8.5,Unkown,Online,3,99.99,299.97,Credit Card,No,1
2023-09-06,New Balance,Training,M,8,USA,unknown,2,99.99,199.98,Credit Card,Yes,
2023-03-14,Under Armour,Running,F,8,USA,unknown,,99.99,,Debit Card,No,
2023-03-25,Under Armour,Training,F,7,USA,Web,1,59.99,59.99,UPI,N/A,1
2024-05-02,ASICS,Training,M,11,USA,Web,,,,Debit Card,N/A,1
2023-03-23,New Balance,Casual,F,8,USA,Offline,2,99.99,199.98,Debit Card,Yes,1
2023-06-16,Reebok,Casual,Unkown,11,UK,Web,3,,,UPI,Yes,
2023-09-04,Adidas,Running,M,8,Germany,Store,1,99.99,99.99,Unknown,Yes,
2024-03-16,ASICS,Running,Other,8.5,USA,Mobile App,,59.99,,UPI,Yes,0
2024-01-02,Reebok,Basketball,M,8.5,Unkown,unknown,,99.99,,Debit Card,No,
2023-06-24,Reebok,Basketball,M,N/A,Germany,Web,3,120.50,361.50,Debit Card,No,
2024-01-30,Reebok,Training,M,8.5,USA,Web,1,79.99,79.99,Unknown,No,1
2023-07-08,Adidas,Basketball,Other,10,USA,Web,1,59.99,59.99,Cash,No,0
2023-10-12,Reebok,Football,M,9,Germany,unknown,2,120.50,241.00,Credit Card,Yes,1
2023-03-10,Puma,Training,F,N/A,UK,Web,,,,Cash,Yes,0
2023-06-12,Reebok,Casual,M,9,Unkown,Store,3,,,UPI,Yes,
2023-05-12,Nike,Football,Other,9.5,UK,Offline,,59.99,,UPI,No,0
2024-05-02,Under Armour,Basketball,Unkown,10,USA,Store,3,,,Unknown,N/A,1
2023-08-31,Reebok,Running,Other,8,Germany,Offline,,,,PayPal,Yes,1
2024-06-25,ASICS,Basketball,M,N/A,Germany,Offline,,,,UPI,No,0
2023-03-02,Puma,Basketball,F,N/A,Unkown,Offline,2,79.99,159.98,UPI,Yes,0
2023-11-18,New Balance,Casual,M,11,USA,unknown,2,79.99,159.98,Debit Card,N/A,
2023-10-17,ASICS,Running,Other,11,UK,Offline,,120.50,,UPI,Yes,1
2024-03-07,Adidas,Football,Unkown,9.5,Unkown,Offline,3,120.50,361.50,PayPal,No,0
2023-04-21,Adidas,Casual,M,11,USA,Mobile App,,99.99,,Debit Card,Yes,1
2023-05-07,Reebok,Basketball,F,8.5,Germany,Mobile App,3,,,Credit Card,No,
2023-11-28,Under Armour,Running,Unkown,11,IND,Mobile App,2,99.99,199.98,PayPal,Yes,
2023-02-27,Nike,Training,F,8,Unkown,Offline,2,120.50,241.00,Unknown,No,1
2024-01-04,Under Armour,Running,M,9.5,Unkown,Online,3,59.99,179.97,PayPal,No,
2024-02-10,Under Armour,Running,F,N/A,USA,Online,2,,,UPI,No,1
2023-02-27,ASICS,Training,M,7,USA,Offline,1,59.99,59.99,Debit Card,No,1
2024-05-27,ASICS,Football,M,11,Germany,Online,3,120.50,361.50,Unknown,No,
2023-03-11,Nike,Training,F,N/A,USA,Store,2,,,Unknown,Yes,
2024-01-12,New Balance,Running,Unkown,11,IND,Mobile App,2,120.50,241.00,UPI,N/A,0
2023-06-13,Puma,Football,M,11,Germany,Online,3,99.99,299.97,Cash,N/A,
2024-06-08,Reebok,Running,Unkown,10,UK,Mobile App,2,79.99,159.98,Unknown,Yes,
2023-08-08,ASICS,Training,F,11,UK,Mobile App,3,99.99,299.97,Credit Card,Yes,1
2023-08-10,ASICS,Football,Unkown,8.5,Germany,Web,3,79.99,239.97,PayPal,No,0
2024-05-06,Nike,Running,M,7,USA,Store,3,79.99,239.97,Credit Card,Yes,0
2024-01-26,Adidas,Training,M,8.5,USA,Store,2,59.99,119.98,Cash,Yes,0
2023-02-05,Under Armour,Training,M,7,Germany,Offline,3,79.99,239.97,Credit Card,Yes,1
2023-08-29,New Balance,Football,M,9,UK,Online,3,99.99,299.97,Cash,No,1
2023-02-08,Reebok,Training,M,7,USA,Store,,120.50,,Unknown,Yes,
2024-05-05,Under Armour,Training,F,N/A,USA,unknown,3,59.99,179.97,Credit Card,N/A,0
2024-05-15,New Balance,Basketball,M,N/A,Unkown,Offline,1,99.99,99.99,UPI,Yes,
2023-05-30,Reebok,Basketball,M,8.5,IND,Offline,3,120.50,361.50,Unknown,No,
2024-02-22,New Balance,Basketball,F,8.5,IND,unknown,,59.99,,Cash,No,
2023-06-18,Under Armour,Training,F,8.5,Unkown,unknown,3,,,Unknown,No,
2023-05-23,Under Armour,Football,M,7,Unkown,Online,,59.99,,PayPal,Yes,0
2023-06-18,Puma,Basketball,F,9.5,Unkown,unknown,2,99.99,199.98,Cash,No,
2023-12-26,Adidas,Football,F,10,USA,Mobile App,,59.99,,Credit Card,No,1
2023-03-15,Puma,Training,F,8,UK,Online,3,79.99,239.97,Credit Card,Yes,0
2023-05-04,Reebok,Running,M,8.5,Germany,Online,2,59.99,119.98,Unknown,N/A,0
2023-12-18,New Balance,Casual,M,7,Germany,Online,3,79.99,239.97,Cash,Yes,0
2023-02-01,Under Armour,Casual,M,9.5,IND,unknown,,120.50,,Cash,Yes,0
2023-02-09,Nike,Running,F,8,Germany,Web,1,120.50,120.50,Unknown,Yes,1
2024-04-25,ASICS,Football,F,9.5,USA,Online,3,99.99,299.97,Unknown,No,
2023-01-29,New Balance,Training,M,11,Germany,Mobile App,,59.99,,Unknown,Yes,0
2023-05-01,Reebok,Basketball,F,7,IND,Mobile App,,79.99,,UPI,No,1
2023-06-08,Nike,Football,Unkown,9,Germany,Online,2,120.50,241.00,UPI,No,1
2023-12-15,ASICS,Football,Unkown,8,USA,Offline,,79.99,,Debit Card,No,
2023-01-25,Under Armour,Football,M,8.5,Unkown,Online,,99.99,,Cash,No,1
2023-10-13,Nike,Running,Other,8.5,Germany,Web,,59.99,,PayPal,No,1
2023-05-04,ASICS,Training,M,8.5,Unkown,Store,2,59.99,119.98,Cash,Yes,
2023-07-09,New Balance,Running,F,10,USA,Store,,59.99,,Debit Card,No,1
2024-01-16,Puma,Casual,F,7,IND,Offline,1,59.99,59.99,UPI,No,0
2023-08-07,Reebok,Training,M,9,Germany,Mobile App,,120.50,,Unknown,N/A,1
2023-05-30,Adidas,Running,M,8,USA,Offline,2,,,Unknown,No,
2024-01-06,Reebok,Running,Other,9.5,USA,Offline,3,120.50,361.50,Unknown,Yes,0
2024-04-05,Under Armour,Casual,M,9,UK,Mobile App,2,79.99,159.98,PayPal,Yes,0
2023-03-18,Nike,Training,Unkown,7,IND,Store,1,120.50,120.50,Cash,Yes,0
2023-12-16,Reebok,Casual,M,9.5,Unkown,unknown,3,99.99,299.97,PayPal,N/A,
2023-05-21,Puma,Casual,F,8,IND,unknown,3,59.99,179.97,UPI,Yes,0
2024-06-09,New Balance,Training,Other,11,UK,Store,3,99.99,299.97,PayPal,No,0
2023-09-28,Under Armour,Casual,F,11,UK,unknown,,79.99,,Unknown,Yes,
2023-11-25,New Balance,Training,M,11,UK,Offline,,,,PayPal,Yes,1
2024-05-23,Puma,Casual,M,8.5,USA,Store,2,120.50,241.00,PayPal,Yes,0
2023-05-08,Nike,Training,Other,N/A,Germany,Mobile App,,59.99,,PayPal,Yes,
2024-03-06,ASICS,Football,F,8,Germany,Web,3,59.99,179.97,Cash,Yes,1
2023-05-24,Nike,Running,M,11,USA,Mobile App,1,99.99,99.99,PayPal,Yes,1
2023-04-09,Nike,Casual,M,7,USA,Store,,79.99,,PayPal,Yes,0
2024-03-16,New Balance,Basketball,F,8.5,UK,Offline,2,79.99,159.98,Credit Card,N/A,
2023-11-21,New Balance,Running,F,8,IND,Web,2,120.50,241.00,Credit Card,Yes,1
2024-02-21,Adidas,Training,Other,8,USA,Offline,2,120.50,241.00,Unknown,Yes,0
2024-01-31,Nike,Football,Unkown,N/A,Germany,Offline,2,79.99,159.98,Unknown,No,
2024-01-25,Reebok,Football,F,8.5,IND,Online,3,79.99,239.97,Cash,N/A,
2024-02-02,Nike,Casual,Unkown,9.5,USA,Web,2,99.99,199.98,Debit Card,No,0
2023-12-28,Adidas,Football,F,N/A,USA,unknown,3,79.99,239.97,PayPal,No,
2023-03-08,Puma,Football,M,N/A,Germany,unknown,1,120.50,120.50,Cash,No,1
2024-03-23,Puma,Football,F,9,UK,Mobile App,3,79.99,239.97,Unknown,N/A,
2024-06-27,Under Armour,Training,M,9,USA,Mobile App,1,120.50,120.50,Unknown,N/A,1
2023-09-14,Adidas,Football,Other,9,UK,Web,3,120.50,361.50,UPI,No,
2023-03-10,Nike,Casual,Unkown,9,IND,Mobile App,1,,,Cash,No,1
2023-08-30,ASICS,Running,M,8,IND,Offline,2,,,PayPal,Yes,0
2024-01-13,Adidas,Training,M,8.5,USA,Store,2,79.99,159.98,PayPal,Yes,
2024-05-31,Adidas,Running,M,9,USA,Offline,,79.99,,PayPal,Yes,
2023-10-13,Nike,Training,F,7,USA,Web,2,120.50,241.00,Debit Card,Yes,0
2024-04-16,New Balance,Casual,Unkown,9.5,Unkown,Web,,120.50,,Unknown,N/A,0
2024-02-19,New Balance,Football,F,7,UK,Online,,79.99,,PayPal,Yes,0
2023-04-29,Reebok,Basketball,Other,7,IND,Web,,120.50,,Debit Card,Yes,1
2024-03-21,Under Armour,Training,Unkown,11,Germany,Offline,2,120.50,241.00,Debit Card,Yes,1
2024-03-25,Reebok,Football,Other,10,Germany,Offline,,120.50,,Cash,Yes,1
2023-05-30,Puma,Football,M,9.5,USA,Mobile App,1,99.99,99.99,UPI,Yes,
2024-05-03,Puma,Basketball,F,11,Unkown,Offline,,59.99,,Credit Card,Yes,1
2023-10-04,Adidas,Casual,Other,7,Germany,Web,1,,,UPI,N/A,0
2023-12-22,Under Armour,Casual,F,8,Germany,Web,3,99.99,299.97,Cash,N/A,1
2024-06-02,ASICS,Football,Unkown,11,USA,Offline,2,120.50,241.00,Debit Card,Yes,
2024-01-29,Nike,Running,Other,7,USA,Offline,,79.99,,Cash,N/A,1
2024-03-03,New Balance,Basketball,F,7,USA,Offline,,,,Credit Card,Yes,
2024-05-09,Adidas,Football,M,8,Germany,Store,2,120.50,241.00,PayPal,Yes,0
2023-09-22,ASICS,Casual,F,11,UK,Offline,3,99.99,299.97,Credit Card,No,0
2023-10-06,Reebok,Running,F,11,IND,Online,3,120.50,361.50,Debit Card,N/A,1
2023-08-13,Nike,Casual,F,8.5,Germany,unknown,,79.99,,Cash,No,
2023-12-06,Reebok,Running,Other,7,Germany,Web,1,79.99,79.99,Cash,No,0
2024-04-29,Adidas,Football,M,9.5,UK,Web,3,99.99,299.97,Cash,No,0
2023-09-07,Puma,Casual,M,8,USA,Online,2,99.99,199.98,Credit Card,Yes,1
2024-03-14,Nike,Football,F,7,USA,Store,1,79.99,79.99,UPI,Yes,
2023-03-31,Nike,Casual,M,7,USA,Offline,2,99.99,199.98,Debit Card,No,0
2023-04-21,Under Armour,Casual,M,11,USA,Online,3,,,Cash,N/A,0
2023-06-11,ASICS,Basketball,M,9.5,IND,unknown,1,120.50,120.50,Debit Card,No,0
2024-01-03,Under Armour,Football,M,10,IND,unknown,3,99.99,299.97,UPI,No,1
2024-04-17,New Balance,Running,F,8,Germany,Offline,2,59.99,119.98,Debit Card,Yes,0
2023-12-07,Adidas,Football,M,9.5,USA,unknown,3,,,Unknown,N/A,
2023-11-06,Puma,Training,M,10,IND,Online,2,120.50,241.00,Credit Card,Yes,0
2024-02-03,ASICS,Football,Unkown,8.5,Germany,Offline,,120.50,,UPI,No,
2023-11-19,Adidas,Basketball,M,8,Germany,Store,2,59.99,119.98,Debit Card,Yes,1
2023-09-03,Adidas,Training,M,7,USA,unknown,,99.99,,UPI,Yes,
2024-01-17,Under Armour,Casual,F,10,USA,Store,1,59.99,59.99,Unknown,N/A,0
2024-06-27,ASICS,Running,M,11,Unkown,Web,2,120.50,241.00,Credit Card,Yes,0
2023-01-19,Reebok,Football,F,10,IND,Mobile App,1,120.50,120.50,Debit Card,No,0
2023-11-04,New Balance,Basketball,M,11,USA,Mobile App,1,79.99,79.99,Debit Card,Yes,1
2024-04-05,Reebok,Running,M,11,Unkown,Mobile App,,59.99,,Cash,Yes,
2023-11-10,Adidas,Casual,Unkown,11,USA,Offline,1,120.50,120.50,Cash,N/A,
2023-12-03,Nike,Basketball,Unkown,10,Germany,Online,2,59.99,119.98,Credit Card,No,
2023-09-22,Reebok,Training,Unkown,9,IND,Online,3,99.99,299.97,UPI,Yes,
2023-03-12,Nike,Training,M,11,USA,Online,2,59.99,119.98,Cash,Yes,1
2024-05-27,Nike,Football,Unkown,11,USA,Store,,,,Credit Card,Yes,1
2024-02-02,New Balance,Running,M,9,USA,Store,3,59.99,179.97,Debit Card,N/A,
2024-07-01,Nike,Basketball,M,9.5,USA,Mobile App,,99.99,,Cash,No,1
2023-07-14,ASICS,Running,Unkown,10,Germany,Mobile App,,,,Cash,No,0
2024-01-13,Nike,Casual,Other,7,IND,unknown,1,59.99,59.99,UPI,No,
2023-01-08,Adidas,Running,F,8,USA,Web,,59.99,,Cash,N/A,
2023-12-15,New Balance,Football,Other,7,USA,Online,1,99.99,99.99,UPI,No,
2023-09-22,Reebok,Running,F,8.5,USA,Web,2,99.99,199.98,UPI,Yes,0
2023-01-24,Nike,Training,F,8,IND,Online,3,99.99,299.97,Credit Card,Yes,0
2023-11-22,Adidas,Casual,M,10,USA,Store,2,,,UPI,N/A,
2023-03-23,ASICS,Basketball,M,9.5,USA,Store,3,,,Cash,Yes,
2023-12-08,New Balance,Running,M,N/A,USA,Web,1,79.99,79.99,UPI,No,
2023-04-20,New Balance,Training,M,8.5,USA,Offline,2,,,Unknown,N/A,
2023-04-17,ASICS,Training,F,10,Germany,Online,1,120.50,120.50,Unknown,N/A,0
2023-07-12,New Balance,Football,F,11,IND,Offline,2,59.99,119.98,Cash,N/A,0
2023-10-22,Under Armour,Running,Unkown,9.5,IND,unknown,2,,,PayPal,No,1
2023-04-28,New Balance,Training,Unkown,8,UK,Offline,2,99.99,199.98,Unknown,Yes,1
2023-09-13,Adidas,Training,Other,8,USA,unknown,1,59.99,59.99,Debit Card,Yes,
2023-01-15,Adidas,Training,Unkown,8,IND,Store,1,99.99,99.99,Cash,No,
